Series Name,Series Code,Country Name,Country Code,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
"Population, total",SP.POP.TOTL,Mauritius,MUS,1262523,1266334,1266014,1265985,1265577,1264887,1263747,1262879,1261208,1258927,1255882,1252404,1250400,1247429,1244121,1239630,1233996,1228254,1221003,1213370,1204621,1196287
"Population, total",SP.POP.TOTL,Mexico,MEX,127504125,126705138,125998302,125085311,124013861,122839258,121519221,120149897,118755887,117290686,115755909,114150481,112532401,111049428,109684489,108302973,106886790,105442402,103945813,102429341,100917081,99394288
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,114164,113131,112106,111379,110929,110430,109925,109462,109024,108609,108232,107887,107588,107868,108704,109532,110301,110940,111438,111805,111992,111948
"Population, total",SP.POP.TOTL,Moldova,MDA,2592477,2615199,2635130,2664224,2707203,2755189,2803186,2835978,2857815,2859558,2860324,2860699,2862354,2865213,2868833,2874299,2880967,2888985,2896023,2903198,2911385,2918135
"Population, total",SP.POP.TOTL,Monaco,MCO,36469,36686,36922,37034,37029,37044,37071,36760,36110,35425,34700,33945,33178,32401,31862,31823,32011,32141,32236,32316,32386,32444
"Population, total",SP.POP.TOTL,Mongolia,MNG,3398366,3347782,3294335,3232430,3163991,3096030,3029555,2964749,2902823,2845153,2792349,2743938,2702520,2666713,2633887,2605643,2581242,2559255,2537949,2516454,2494617,2472601
"Population, total",SP.POP.TOTL,Montenegro,MNE,616159,619211,621306,622028,622227,622373,622303,622159,621810,621207,620601,620079,619428,618294,616969,615875,615025,614261,613353,612267,609828,607389
"Population, total",SP.POP.TOTL,Morocco,MAR,37457971,37076584,36688772,36304408,35927511,35528115,35107264,34680458,34248603,33803527,33352169,32903699,32464865,32042877,31634992,31232633,30833022,30431902,30033125,29661270,29301817,28930097
"Population, total",SP.POP.TOTL,Mozambique,MOZ,32969518,32077072,31178239,30285595,29423878,28569441,27696493,26843246,26038704,25251731,24487611,23760421,23073723,22436660,21845571,21280513,20735982,20211114,19694411,19186754,18694946,18220716
"Population, total",SP.POP.TOTL,Myanmar,MMR,54179306,53798084,53423198,53040212,52666014,52288341,51892349,51483949,51072436,50648334,50218185,49794522,49390988,49015836,48729486,48445647,48088274,47724471,47338446,46924293,46480230,46014826
"Population, total",SP.POP.TOTL,Namibia,NAM,2567012,2530151,2489098,2446644,2405680,2364534,2323352,2282704,2243001,2204510,2167470,2132340,2099271,2067919,2038552,2011492,1986558,1962865,1939406,1915425,1888525,1856402
"Population, total",SP.POP.TOTL,Nauru,NRU,12668,12511,12315,12132,11924,11682,11437,11185,10940,10694,10444,10283,10241,10233,10243,10267,10294,10318,10335,10344,10351,10363
"Population, total",SP.POP.TOTL,Nepal,NPL,30547580,30034989,29348627,28832496,28506712,28183426,27861186,27610325,27462106,27381555,27330694,27266399,27161567,27026941,26881544,26713655,26518971,26285110,26003965,25682908,25332178,24956071
"Population, total",SP.POP.TOTL,Netherlands,NLD,17703090,17533044,17441500,17344874,17231624,17131296,17030314,16939923,16865008,16804432,16754962,16693074,16615394,16530388,16445593,16381696,16346101,16319868,16281779,16225302,16148929,16046180
"Population, total",SP.POP.TOTL,New Caledonia,NCL,276780,274660,272460,271240,271170,270810,270220,269460,268050,263650,259000,254350,249750,245950,242750,239250,235750,232250,228750,225296,221490,217324
"Population, total",SP.POP.TOTL,New Zealand,NZL,5124100,5111400,5090200,4979200,4900600,4813600,4714100,4609400,4516500,4442100,4408100,4384000,4350700,4302600,4259800,4223800,4184600,4133900,4087500,4027200,3948500,3880500
"Population, total",SP.POP.TOTL,Nicaragua,NIC,6948392,6850540,6755895,6663924,6572233,6480532,6389235,6298598,6208676,6119379,6030607,5942553,5855734,5770639,5687744,5607453,5529811,5454678,5386223,5323062,5259006,5192764
"Population, total",SP.POP.TOTL,Niger,NER,26207977,25252722,24333639,23443393,22577058,21737922,20921743,20128124,19372014,18653199,17954407,17283112,16647543,16037915,15455175,14897873,14365168,13855221,13366885,12900790,12456517,12031430
"Population, total",SP.POP.TOTL,Nigeria,NGA,218541212,213401323,208327405,203304492,198387623,193495907,188666931,183995785,179379016,174726123,170075932,165463745,160952853,156595758,152382506,148294028,144329764,140490722,136756848,133119801,129583026,126152678
"Population, total",SP.POP.TOTL,North Macedonia,MKD,2057679,2065092,2072531,2076694,2076217,2074502,2072490,2070226,2067471,2064032,2061044,2058539,2055004,2050671,2046898,2043559,2040228,2036855,2032544,2026773,2020157,2034882
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,49551,49481,49587,49858,50304,50729,51133,51514,51856,52141,52359,52520,54087,57056,60032,63050,66060,69025,71898,74623,77162,79479
"Population, total",SP.POP.TOTL,Norway,NOR,5457127,5408320,5379475,5347896,5311916,5276968,5234519,5188607,5137232,5079623,5018573,4953088,4889252,4828726,4768212,4709153,4660677,4623291,4591910,4564855,4538159,4513751
"Population, total",SP.POP.TOTL,Oman,OMN,4576298,4520471,4543399,4602768,4601157,4541854,4398070,4191776,4009267,3816680,3535579,3206870,2881914,2697537,2651028,2605700,2560649,2515192,2468855,2431600,2403659,2374653
"Population, total",SP.POP.TOTL,Pakistan,PAK,235824862,231402117,227196741,223293280,219731479,216379655,213524840,210969298,208251628,205337562,202205861,198602738,194454498,190123222,185931955,181924521,178069984,174372098,170648620,166876680,163262807,159217727
"Population, total",SP.POP.TOTL,Palau,PLW,18055,18024,17972,17916,17864,17837,17816,17794,17796,17805,17946,18240,18540,18826,19102,19366,19619,19831,19907,19880,19851,19828
"Population, total",SP.POP.TOTL,Panama,PAN,4408581,4351267,4294396,4232532,4165255,4096063,4026336,3957099,3888793,3821556,3754862,3688674,3623617,3559343,3495276,3431614,3368573,3305868,3243311,3181608,3120990,3061024
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,10142619,9949437,9749640,9542486,9329227,9114796,8899169,8682174,8464153,8245627,8026545,7806637,7583269,7358890,7137988,6921066,6708217,6498818,6293166,6090980,5892596,5698489
"Population, total",SP.POP.TOTL,Paraguay,PRY,6780744,6703799,6618695,6530026,6443328,6355404,6266615,6177950,6090721,6005652,5923322,5843939,5768613,5702574,5645148,5590145,5534675,5476878,5416324,5353254,5286512,5211541
"Population, total",SP.POP.TOTL,Peru,PER,34049588,33715471,33304756,32824861,32203944,31605486,31132779,30711863,30353951,30038809,29749589,29477721,29229572,29009326,28806185,28600387,28381078,28147267,27893911,27623341,27334503,27014909
"Population, total",SP.POP.TOTL,Philippines,PHL,115559009,113880328,112190977,110380804,108568836,106738501,104875266,103031365,101325201,99700107,98032317,96337913,94636700,92946951,91252326,89561377,87901835,86261250,84607501,82942837,81285572,79626086
"Population, total",SP.POP.TOTL,Poland,POL,37561599,37747124,37899070,37965475,37974750,37974826,37970087,37986412,38011735,38040196,38063164,38063255,38042794,38151603,38125759,38120560,38141267,38165445,38182222,38204570,38230364,38248076
"Population, total",SP.POP.TOTL,Portugal,PRT,10379007,10325147,10297081,10286263,10283822,10300300,10325452,10358076,10401062,10457295,10514844,10557560,10573100,10568247,10558177,10542964,10522288,10503330,10483861,10458821,10419631,10362722
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,3221789,3262693,3281557,3193694,3193354,3325286,3406672,3473232,3534874,3593077,3634488,3678732,3721525,3740410,3760866,3782995,3805214,3821362,3826878,3826095,3823701,3818774
"Population, total",SP.POP.TOTL,Qatar,QAT,2695122,2688235,2760385,2807235,2766732,2711755,2595166,2414573,2214465,2035501,1905660,1804171,1713504,1610274,1444277,1231893,1015060,848710,777943,748525,713186,678831
"Population, total",SP.POP.TOTL,Romania,ROU,18956666,19119880,19265250,19371648,19473970,19588715,19702267,19815616,19908979,19983693,20058035,20147528,20246871,20367487,20537875,20882982,21193760,21319685,21451748,21574326,21730496,22131970
"Population, total",SP.POP.TOTL,Russian Federation,RUS,143555736,143449286,144073139,144406261,144477859,144496739,144342397,144096870,143819667,143506995,143201721,142960908,142849468,142785349,142742366,142805114,143049637,143518814,144067316,144648618,145306497,145976482
"Population, total",SP.POP.TOTL,Rwanda,RWA,13776698,13461888,13146362,12835028,12531808,12230339,11930899,11642959,11368451,11101350,10840334,10576932,10309031,10043737,9781996,9523168,9270066,9026299,8791853,8567992,8372306,8223941
"Population, total",SP.POP.TOTL,Samoa,WSM,222382,218764,214929,211905,209701,207630,205544,203571,201757,199939,198124,196351,194672,193176,191787,190478,189379,188626,188073,187440,186630,185530
"Population, total",SP.POP.TOTL,San Marino,SMR,33660,33745,34007,34178,34156,34056,33834,33570,33389,33285,33132,32495,31608,31059,30700,30372,29959,29508,29093,28601,27969,27335
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,227380,223107,218641,214599,211344,208036,204632,201124,197497,193757,189924,186044,182138,178128,174004,169845,165725,161680,157697,153762,149841,146258
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,36408820,35950396,35997107,35827362,35018133,34193122,33416270,32749848,32125564,31482498,30821543,30150945,29411929,28483797,27437353,26400068,25382870,24397644,23661808,23150847,22623415,22085929
"Population, total",SP.POP.TOTL,Senegal,SEN,17316449,16876720,16436120,16000781,15574909,15157793,14751356,14356181,13970308,13595566,13231833,12875880,12530121,12195029,11872929,11563869,11263387,10974057,10698691,10434504,10180950,9938027
"Population, total",SP.POP.TOTL,Serbia,SRB,6760087,6834326,6899126,6945235,6982604,7020858,7058322,7095383,7130576,7164132,7199077,7234099,7291436,7320807,7350222,7381579,7411569,7440769,7463157,7480591,7496522,7503433
"Population, total",SP.POP.TOTL,Seychelles,SYC,100060,99258,98462,97625,96762,95843,94677,93419,91359,89949,88303,87441,89770,87298,86956,85033,84600,82858,82475,82781,83723,81202
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,8605718,8420641,8233970,8046828,7861281,7677565,7493913,7314773,7140688,6964859,6788587,6612385,6436698,6259842,6090860,5939163,5809774,5683334,5533329,5350907,5140113,4857096
"Population, total",SP.POP.TOTL,Singapore,SGP,5637022,5453566,5685807,5703569,5638676,5612253,5607283,5535002,5469724,5399162,5312437,5183688,5076732,4987573,4839396,4588599,4401365,4265762,4166664,4114826,4175950,4138012
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,43389,42846,42310,41608,40895,40574,39969,38825,37685,36607,34640,33435,34056,34238,33964,33811,33441,33011,32488,31472,30777,30600
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5431752,5447247,5458827,5454147,5446771,5439232,5430798,5423801,5418649,5413393,5407579,5398384,5391428,5386406,5379233,5374622,5373054,5372807,5372280,5373374,5376912,5378867
"Population, total",SP.POP.TOTL,Slovenia,SVN,2108732,2108079,2102419,2088385,2073894,2066388,2065042,2063531,2061980,2059953,2057159,2052843,2048583,2039669,2021316,2018122,2006868,2000474,1997012,1995733,1994530,1992060
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,724273,707851,691191,674993,659249,643634,628102,612660,597375,582365,567763,553721,540394,527833,516001,504619,493430,482486,471785,461216,450760,440395
"Population, total",SP.POP.TOTL,Somalia,SOM,17597511,17065581,16537016,15981300,15411094,14864221,14292847,13763906,13309235,12852485,12440326,12216837,12026649,11730037,11444870,11118092,10784973,10467292,10117354,9758281,9411103,9070747
"Population, total",SP.POP.TOTL,South Africa,ZAF,59893885,59392255,58801927,58087055,57339635,56641209,56422274,55876504,54729551,53873616,53145033,52443325,51784921,51170779,50565812,49996094,49491756,49017147,48556071,48104048,47661514,47229714
"Population, total",SP.POP.TOTL,South Sudan,SSD,10913164,10748272,10606227,10447666,10395329,10658226,11066105,11194299,11213284,11106031,10701604,10243050,9714419,9229227,8823888,8417823,8029517,7662654,7317118,6992367,6686100,6394431
"Population, total",SP.POP.TOTL,Spain,ESP,47615034,47415750,47365655,47134837,46797754,46593236,46484062,46444832,46480882,46620045,46773055,46742697,46576897,46362946,45954106,45226803,44397319,43653155,42921895,42187645,41431558,40850412
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,22181000,22156000,21919000,21803000,21670000,21506813,21425494,21336697,21239457,21131756,21017147,20859743,20668557,20482477,20285643,20078655,19870706,19673866,19490431,19303180,19110707,18920275
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,47657,47606,47642,47712,47761,47785,47788,47790,47789,47767,47727,47581,47403,47286,47156,47015,46874,46725,46580,46431,46264,45986
"Population, total",SP.POP.TOTL,St. Lucia,LCA,179857,179651,179237,178583,177888,177163,176413,175623,174804,173978,173124,172145,170935,169688,168576,167518,166470,165386,164239,163047,161799,160594
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,31791,31948,32553,33121,33852,34496,34811,35020,35261,35639,36026,36350,36458,36132,35541,34887,34183,33452,32697,31929,31160,30387
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,103948,104332,104632,104924,105281,105549,105963,106482,106912,107450,108083,108703,109308,109840,110316,110824,111427,112043,112608,113108,113450,113641
"Population, total",SP.POP.TOTL,Sudan,SDN,46874204,45657202,44440486,43232093,41999059,40679828,39377169,38171178,37003245,35990704,35159792,34419624,33739933,32948155,32065241,31191163,30332968,29540577,28831550,28188977,27570318,26947253
"Population, total",SP.POP.TOTL,Suriname,SUR,618040,612985,607065,600301,593715,587559,581453,575475,569682,563947,558111,552146,546080,539987,533938,527946,522023,516220,510572,503780,495666,487394
"Population, total",SP.POP.TOTL,Sweden,SWE,10486941,10415811,10353442,10278887,10175214,10057698,9923085,9799186,9696110,9600379,9519374,9449213,9378126,9298515,9219637,9148092,9080505,9029572,8993531,8958229,8924958,8895960
"Population, total",SP.POP.TOTL,Switzerland,CHE,8769741,8703405,8638167,8575280,8514329,8451840,8373338,8282396,8188649,8089346,7996861,7912398,7824909,7743831,7647675,7551117,7483934,7437115,7389625,7339001,7284753,7229854
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,22125249,21324367,20772595,20098251,19333463,18983373,18964252,19205178,20072232,21495821,22605577,22730733,22337563,21827220,21474059,20703005,19432009,18583557,18084007,17611356,17164021,16727948
"Population, total",SP.POP.TOTL,Tajikistan,TJK,9952787,9750064,9543207,9337003,9128132,8925525,8725318,8524063,8326348,8136610,7956382,7784819,7621779,7468596,7324627,7188391,7057417,6929145,6801204,6672492,6541755,6408810
"Population, total",SP.POP.TOTL,Tanzania,TZA,65497748,63588334,61704518,59872579,58090443,56267032,54401802,52542823,50814552,49253643,47786137,46416031,45110527,43957933,42870884,41716497,40562052,39439505,38360879,37333918,36353531,35414469
"Population, total",SP.POP.TOTL,Thailand,THA,71697030,71601103,71475664,71307763,71127802,70898202,70607037,70294397,69960943,69578602,69157023,68712846,68270489,67813654,67328239,66826754,66319525,65821360,65311166,64776956,64222580,63649892
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1341296,1320942,1299995,1280438,1261845,1243235,1224562,1205813,1184830,1161555,1137676,1112976,1088486,1065540,1043076,1019362,994564,969313,945989,926721,909639,893001
"Population, total",SP.POP.TOTL,Togo,TGO,8848699,8644829,8442580,8243094,8046679,7852795,7661354,7473229,7288383,7106229,6926635,6748672,6571855,6398624,6222482,6047537,5874240,5711597,5565218,5421001,5281538,5145426
"Population, total",SP.POP.TOTL,Tonga,TON,106858,106017,105254,104951,105150,105415,105707,106122,106626,107089,107502,107611,107383,107144,106932,106638,106190,105633,105036,104410,103804,103210
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1531044,1525663,1518147,1519955,1504709,1478607,1469330,1460177,1450661,1440729,1430377,1420020,1410296,1401191,1392803,1384861,1376919,1369075,1361172,1353548,1345964,1338567
"Population, total",SP.POP.TOTL,Tunisia,TUN,12356117,12262946,12161723,12049314,11933041,11811443,11685667,11557779,11428948,11300284,11174383,11032528,10895063,10784504,10680380,10580395,10483558,10388344,10292225,10193798,10094561,9995123
"Population, total",SP.POP.TOTL,Turkiye,TUR,85341241,84775404,84135428,83481684,82809304,82089826,81019394,79646178,78112073,76576117,75277439,74173854,73195345,72225639,71320726,70468869,69601333,68704715,67785075,66867327,65988663,65072018
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,6430770,6341855,6250438,6158420,6065066,5968383,5868561,5766431,5663152,5560095,5458682,5360811,5267970,5180957,5100083,5024894,4954029,4885775,4819792,4758988,4698968,4635094
